trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
13,True,"{'a': 0, 'e': 0}",25,19,12.146863846596538,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",20,4,15.513966812849704,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",25,8,25.589183374804474,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",20,4,-24.0186954486633,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
17,True,"{'a': 0, 'e': 0}",20,10,-27.156330334734168,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
18,True,"{'a': 0, 'e': 0}",30,17,-15.79352838781882,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
19,True,"{'a': 0, 'e': 0}",20,15,11.261648875598723,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",20,6,26.38559267425908,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",25,0,-41.50527939374433,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
22,True,"{'a': 0, 'e': 0}",30,10,34.5671879979056,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",20,15,9.26431441938319,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",20,1,12.814980819285957,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",35,24,22.402326360435936,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0, 'e': 0}",20,6,21.467949100122443,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0, 'e': 0}",20,13,13.299412231294763,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0, 'e': 0}",25,7,28.580168906672867,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0, 'e': 0}",20,7,7.184169312616508,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
30,True,"{'a': 0, 'e': 0}",25,12,23.690758204867564,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0, 'e': 0}",20,7,20.79917732899265,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0, 'e': 0}",25,2,33.57340127155949,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0, 'e': 0}",20,10,-7.943058675049799,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
34,True,"{'a': 0, 'e': 0}",25,3,24.908534833828167,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
35,True,"{'a': 0, 'e': 0}",25,19,12.158187642464352,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0, 'e': 0}",25,7,29.466856153682844,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0, 'e': 0}",25,7,28.352653090231655,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0, 'e': 0}",20,16,8.877855609552858,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0, 'e': 0}",25,11,26.12983092093165,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0, 'e': 0}",30,10,36.46239039420502,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0, 'e': 0}",35,20,25.236691092358832,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0, 'e': 0}",25,19,11.196303600346031,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0, 'e': 0}",20,10,21.598292729054958,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0, 'e': 0}",25,7,29.23316937422883,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0, 'e': 0}",20,3,29.79061619598346,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0, 'e': 0}",25,8,17.83583228073232,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
47,True,"{'a': 0, 'e': 0}",20,2,33.155822503999275,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0, 'e': 0}",35,18,18.020949636487003,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
49,True,"{'a': 0, 'e': 0}",30,13,-17.59458543158602,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
50,True,"{'a': 0, 'e': 0}",20,8,-20.84851273577586,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
51,True,"{'a': 0, 'e': 0}",20,8,12.595750942471426,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
52,True,"{'a': 0, 'e': 0}",20,13,14.516475539169944,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,True,"{'a': 0, 'e': 0}",25,8,-10.47235831687267,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
54,True,"{'a': 0, 'e': 0}",25,11,25.421851899772527,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,True,"{'a': 0, 'e': 0}",25,18,12.90349413436072,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,True,"{'a': 0, 'e': 0}",20,2,6.537723803712038,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
57,True,"{'a': 0, 'e': 0}",25,17,8.911668158892919,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,True,"{'a': 0, 'e': 0}",20,11,18.17928300953108,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,True,"{'a': 0, 'e': 0}",25,1,37.629546286202064,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,True,"{'a': 0, 'e': 0}",20,14,10.279644925127934,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,True,"{'a': 0, 'e': 0}",25,16,19.01971831843294,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,True,"{'a': 0, 'e': 0}",25,17,17.18733921257478,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
63,True,"{'a': 0, 'e': 0}",25,12,-16.987283679247078,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
64,True,"{'a': 0, 'e': 0}",25,9,29.05754741093296,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
65,True,"{'a': 0, 'e': 0}",25,0,24.656013416020826,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
66,True,"{'a': 0, 'e': 0}",20,8,7.748469889063013,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
67,True,"{'a': 0, 'e': 0}",25,4,34.90132913294337,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,True,"{'a': 0, 'e': 0}",25,8,-27.105374473649373,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
69,True,"{'a': 0, 'e': 0}",25,13,19.87009641787323,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,True,"{'a': 0, 'e': 0}",25,4,35.06183260910983,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,True,"{'a': 0, 'e': 0}",25,3,-42.09593653423722,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
72,True,"{'a': 0, 'e': 0}",20,10,12.224237696193843,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
73,True,"{'a': 0, 'e': 0}",25,12,28.93420790037353,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,True,"{'a': 0, 'e': 0}",20,13,13.305587297895201,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,True,"{'a': 0, 'e': 0}",25,18,15.503724961003378,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,True,"{'a': 0, 'e': 0}",20,8,4.559323208585841,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
77,True,"{'a': 0, 'e': 0}",20,12,9.20840589290528,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,True,"{'a': 0, 'e': 0}",20,8,-17.755426090961997,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
79,True,"{'a': 0, 'e': 0}",25,20,6.76385179006015,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,True,"{'a': 0, 'e': 0}",20,6,13.03531560489706,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
81,True,"{'a': 0, 'e': 0}",30,3,22.35486979715465,"{0: 25, 1: 0, 2: 2, 3: 0, 4: 0}",1
82,True,"{'a': 0, 'e': 0}",20,5,21.89304595555368,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,True,"{'a': 0, 'e': 0}",20,6,17.854893297119652,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
84,True,"{'a': 0, 'e': 0}",20,6,21.10805834192555,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,True,"{'a': 0, 'e': 0}",25,17,15.674909238714907,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,True,"{'a': 0, 'e': 0}",30,16,24.316536680577066,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,True,"{'a': 0, 'e': 0}",20,7,9.494485696107654,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
88,True,"{'a': 0, 'e': 0}",25,15,19.6978168612452,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,True,"{'a': 0, 'e': 0}",35,21,22.98751502326475,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,True,"{'a': 0, 'e': 0}",25,0,30.24364604714285,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
91,True,"{'a': 0, 'e': 0}",20,9,19.840395837483804,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,True,"{'a': 0, 'e': 0}",20,8,22.820874169942677,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,True,"{'a': 0, 'e': 0}",20,5,-15.509414689374825,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
94,True,"{'a': 0, 'e': 0}",25,3,20.909551666114655,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
95,True,"{'a': 0, 'e': 0}",20,0,19.192264848115098,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
96,True,"{'a': 0, 'e': 0}",25,20,8.40949224829458,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,True,"{'a': 0, 'e': 0}",20,9,18.571181729050316,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,True,"{'a': 0, 'e': 0}",25,5,26.08283349707416,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
99,True,"{'a': 0, 'e': 0}",20,6,16.154534330734393,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
100,True,"{'a': 0, 'e': 0}",25,12,20.84606096753709,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,True,"{'a': 0, 'e': 0}",20,6,22.644617255262986,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,True,"{'a': 0, 'e': 0}",30,16,25.1253484998982,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
103,True,"{'a': 0, 'e': 0}",25,15,16.28232909240524,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
104,True,"{'a': 0, 'e': 0}",20,1,16.96982233858492,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
105,True,"{'a': 0, 'e': 0}",25,17,11.663680124591785,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,True,"{'a': 0, 'e': 0}",25,13,21.39374506386245,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
107,True,"{'a': 0, 'e': 0}",25,10,25.63004849221666,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,True,"{'a': 0, 'e': 0}",20,0,19.04953477066309,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
109,True,"{'a': 0, 'e': 0}",25,2,26.335340442520142,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
110,True,"{'a': 0, 'e': 0}",25,3,27.44520264647802,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
111,True,"{'a': 0, 'e': 0}",25,19,15.038907511155285,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
112,True,"{'a': 0, 'e': 0}",30,5,15.558562496261569,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
113,True,"{'a': 0, 'e': 0}",30,17,19.86374015907281,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
114,True,"{'a': 0, 'e': 0}",25,7,29.784312309499196,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
115,True,"{'a': 0, 'e': 0}",25,11,23.98075286411909,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,True,"{'a': 0, 'e': 0}",25,13,24.307905288401276,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,True,"{'a': 0, 'e': 0}",20,14,-0.4104758910428794,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
118,True,"{'a': 0, 'e': 0}",30,12,20.70812639120708,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,True,"{'a': 0, 'e': 0}",20,6,13.064124002121147,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
120,True,"{'a': 0, 'e': 0}",20,6,26.956707574130007,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,True,"{'a': 0, 'e': 0}",25,7,33.31731115977991,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,True,"{'a': 0, 'e': 0}",25,12,13.82504042427798,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
123,True,"{'a': 0, 'e': 0}",20,14,-1.8354724514665843,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
124,True,"{'a': 0, 'e': 0}",20,3,-12.407336337240988,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
125,True,"{'a': 0, 'e': 0}",20,8,22.339768765358826,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,True,"{'a': 0, 'e': 0}",30,13,32.95140748369195,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,True,"{'a': 0, 'e': 0}",20,14,10.076130659391062,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,True,"{'a': 0, 'e': 0}",25,11,4.5575849473649495,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
129,True,"{'a': 0, 'e': 0}",25,14,18.3341416330943,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,True,"{'a': 0, 'e': 0}",20,10,-9.23542239060312,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
131,True,"{'a': 0, 'e': 0}",25,7,27.887126183293713,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,True,"{'a': 0, 'e': 0}",20,7,27.85326386860819,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,True,"{'a': 0, 'e': 0}",25,13,1.8129645002177632,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
134,True,"{'a': 0, 'e': 0}",20,13,11.12924331615713,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,True,"{'a': 0, 'e': 0}",30,6,33.93413460670001,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,True,"{'a': 0, 'e': 0}",25,0,25.460663493104917,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
137,True,"{'a': 0, 'e': 0}",20,6,-28.026172025402925,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
138,True,"{'a': 0, 'e': 0}",30,10,34.10218251565069,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,True,"{'a': 0, 'e': 0}",25,2,40.663716275154265,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,True,"{'a': 0, 'e': 0}",30,18,11.189701904184403,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
141,True,"{'a': 0, 'e': 0}",20,16,8.037470984113877,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,True,"{'a': 0, 'e': 0}",30,16,-20.327851588154818,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
143,True,"{'a': 0, 'e': 0}",25,12,23.749784075039816,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,True,"{'a': 0, 'e': 0}",30,0,21.13639981169476,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
145,True,"{'a': 0, 'e': 0}",20,7,23.55607635360746,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,True,"{'a': 0, 'e': 0}",20,10,-34.141595850655975,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
147,True,"{'a': 0, 'e': 0}",25,14,-24.063162971453732,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
148,True,"{'a': 0, 'e': 0}",20,14,10.994665873939864,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,True,"{'a': 0, 'e': 0}",20,8,22.177821939876576,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,True,"{'a': 0, 'e': 0}",20,8,-1.0528905286817691,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
151,True,"{'a': 0, 'e': 0}",25,13,6.267472051860042,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
152,True,"{'a': 0, 'e': 0}",25,8,28.528488887309592,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,True,"{'a': 0, 'e': 0}",20,0,28.940227111609918,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
154,True,"{'a': 0, 'e': 0}",25,12,-32.00106279378661,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
155,True,"{'a': 0, 'e': 0}",20,12,15.384865271932927,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,True,"{'a': 0, 'e': 0}",20,14,10.048926128157525,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,True,"{'a': 0, 'e': 0}",20,10,16.02650462766943,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,True,"{'a': 0, 'e': 0}",25,16,19.16665121595785,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,True,"{'a': 0, 'e': 0}",30,18,25.373162318820494,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,True,"{'a': 0, 'e': 0}",25,12,22.964919543010012,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,True,"{'a': 0, 'e': 0}",20,6,-13.941161141540084,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
162,True,"{'a': 0, 'e': 0}",30,8,40.56294368431455,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,True,"{'a': 0, 'e': 0}",20,13,14.089296015342981,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,True,"{'a': 0, 'e': 0}",25,11,25.972059059925744,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,True,"{'a': 0, 'e': 0}",30,21,15.956091694737806,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,True,"{'a': 0, 'e': 0}",30,23,13.1357564165651,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,True,"{'a': 0, 'e': 0}",25,15,11.881954694124776,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
168,True,"{'a': 0, 'e': 0}",20,2,16.327018791468706,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
169,True,"{'a': 0, 'e': 0}",35,15,-30.149700640189714,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
170,True,"{'a': 0, 'e': 0}",25,13,8.552869660169982,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
171,True,"{'a': 0, 'e': 0}",20,12,11.666925289560693,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,True,"{'a': 0, 'e': 0}",20,15,9.496315988022932,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,True,"{'a': 0, 'e': 0}",25,18,8.609636287988312,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,True,"{'a': 0, 'e': 0}",30,4,2.1694786055505224,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 1}",1
175,True,"{'a': 0, 'e': 0}",25,8,26.3299535038705,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,True,"{'a': 0, 'e': 0}",25,19,11.904358652885913,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,True,"{'a': 0, 'e': 0}",20,9,13.380268492290996,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,True,"{'a': 0, 'e': 0}",20,11,15.767694484825327,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,True,"{'a': 0, 'e': 0}",25,8,27.34549514946188,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,True,"{'a': 0, 'e': 0}",30,13,29.215232409071792,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,True,"{'a': 0, 'e': 0}",25,8,2.661839489963887,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
182,True,"{'a': 0, 'e': 0}",20,12,11.227535023465553,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,True,"{'a': 0, 'e': 0}",35,24,-20.737720769387725,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
184,True,"{'a': 0, 'e': 0}",20,2,-11.81415751726811,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
185,True,"{'a': 0, 'e': 0}",35,9,48.26518841735522,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,True,"{'a': 0, 'e': 0}",20,6,24.99623507341107,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,True,"{'a': 0, 'e': 0}",20,12,13.00408286976253,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,True,"{'a': 0, 'e': 0}",25,0,-3.409315118078797,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
189,True,"{'a': 0, 'e': 0}",25,12,22.814393531267708,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,True,"{'a': 0, 'e': 0}",20,0,29.00981123208284,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
191,True,"{'a': 0, 'e': 0}",25,9,-16.163431820658325,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
192,True,"{'a': 0, 'e': 0}",20,10,18.22474418556153,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,True,"{'a': 0, 'e': 0}",35,0,48.88060842666716,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
194,True,"{'a': 0, 'e': 0}",25,17,15.941014660516286,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,True,"{'a': 0, 'e': 0}",20,14,11.592452384322009,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,True,"{'a': 0, 'e': 0}",20,1,-26.59050251350768,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
197,True,"{'a': 0, 'e': 0}",20,0,31.578326770465058,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
198,True,"{'a': 0, 'e': 0}",25,9,22.350996022720043,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,True,"{'a': 0, 'e': 0}",30,16,22.06495592306908,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,True,"{'a': 0, 'e': 0}",20,0,32.53882325904141,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,True,"{'a': 0, 'e': 0}",20,3,-18.856523602850725,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
202,True,"{'a': 0, 'e': 0}",20,13,12.279219767328986,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,True,"{'a': 0, 'e': 0}",25,12,10.081751931018713,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
204,True,"{'a': 0, 'e': 0}",25,0,28.963683475703125,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
205,True,"{'a': 0, 'e': 0}",20,8,25.044688577037498,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,True,"{'a': 0, 'e': 0}",20,11,13.950726205575045,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,True,"{'a': 0, 'e': 0}",25,16,3.0713775863480794,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
208,True,"{'a': 0, 'e': 0}",20,12,14.825774050515797,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,True,"{'a': 0, 'e': 0}",35,16,21.28766978399133,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
210,True,"{'a': 0, 'e': 0}",25,15,7.622401064681366,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
211,True,"{'a': 0, 'e': 0}",25,18,10.476139917064694,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,True,"{'a': 0, 'e': 0}",20,9,20.696765693692413,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,True,"{'a': 0, 'e': 0}",30,22,17.14795467142951,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,True,"{'a': 0, 'e': 0}",25,19,-1.2916667807343158,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
215,True,"{'a': 0, 'e': 0}",20,7,22.20822498829321,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,True,"{'a': 0, 'e': 0}",25,17,15.531036934662172,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,True,"{'a': 0, 'e': 0}",25,14,8.881925331189532,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
218,True,"{'a': 0, 'e': 0}",20,13,13.886655860736777,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,True,"{'a': 0, 'e': 0}",30,7,27.744896669075413,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
220,True,"{'a': 0, 'e': 0}",35,13,22.136075238119474,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
221,True,"{'a': 0, 'e': 0}",20,10,23.129942030711096,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,True,"{'a': 0, 'e': 0}",25,14,21.272136005467445,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,True,"{'a': 0, 'e': 0}",25,8,27.904761649672103,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
